project_code,project_name,agency,ministry,sector,state,app_date,start_date,target_doc,revised_doc,orig_cost,rev_cost,expenditure,progress,report_month,report_date,delay_months,cost_overrun_pct,cost_growth,financial_progress_pct,progress_gap,time_elapsed_months,planned_duration_months,time_utilization_pct,progress_velocity,expenditure_velocity,delay_slippage,risk_level,history_json,is_anomaly,anomaly_score
618340,Widening/Improvement to 4-Lane with Paved Shoulder from km 626030 Nalani hulla Gaon to km 650450 Chotahapjan on existing Tinsukhia -Makum Bypass of NH-15 OLD NH-37 and Strengthening of existing NH-315 OLD NH-38 from Km 0000 Chotahapjan to Km 16900 Bogapani section 2-Lane PS in Assam on EPCMode under NHO-NE Package-3,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,01/2023,05/2023,05/2025,10/2026,458.59,458.59,261.02,88.99,July,2026-07-01,17,0.0,0.0,56.917944133103646,-32.07205586689635,38.0,24.0,158.33333333333331,1.87,14.61,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 83.39, ""expenditure"": 217.2}, {""month"": ""May 2026"", ""progress"": 85.15, ""expenditure"": 236.85}, {""month"": ""June 2026"", ""progress"": 88.99, ""expenditure"": 249.84}, {""month"": ""July 2026"", ""progress"": 88.99, ""expenditure"": 261.02}]",0,0.1756
618351,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 156.489 near P. Leikul to km 176.410 near Borowapu on EPC mode under NHO-NE Assam portion Package-10,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,03/2023,08/2023,08/2025,09/2026,890.33,693.15,605.43,90.5,July,2026-07-01,13,0.0,0.0,87.34473057779701,-3.155269422202992,35.0,24.0,145.83333333333331,2.87,11.94,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 81.9, ""expenditure"": 569.61}, {""month"": ""May 2026"", ""progress"": 90.5, ""expenditure"": 588.02}, {""month"": ""June 2026"", ""progress"": 90.5, ""expenditure"": 604.86}, {""month"": ""July 2026"", ""progress"": 90.5, ""expenditure"": 605.43}]",0,0.1776
618352,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 136.500 near Hejaichak to km 156.489 near P. Leikul Package-9 on EPC mode under  NHO-NE Package-9,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,03/2023,08/2023,08/2025,09/2026,860.37,614.43,559.51,87.5,July,2026-07-01,13,0.0,0.0,91.06163436030144,3.5616343603014258,35.0,24.0,145.83333333333331,0.0,10.35,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 87.5, ""expenditure"": 528.46}, {""month"": ""May 2026"", ""progress"": 87.5, ""expenditure"": 545.83}, {""month"": ""June 2026"", ""progress"": 87.5, ""expenditure"": 559.69}, {""month"": ""July 2026"", ""progress"": 87.5, ""expenditure"": 559.51}]",0,0.1815
618353,Widening & Upgradation to 2-lanes with paved shoulders road from  Tamenglong to Mahur NH-137 in the State of Assam starting from km 116.480  near Hangrum to km 136.500 near Hejaichak Package-8 on EPC mode under  NHO-NE Package 8,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,03/2023,08/2023,08/2025,09/2026,904.04,904.04,563.52,85.2,July,2026-07-01,13,0.0,0.0,62.3335250652626,-22.866474934737404,35.0,24.0,145.83333333333331,0.0,14.49,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 85.2, ""expenditure"": 520.05}, {""month"": ""May 2026"", ""progress"": 85.2, ""expenditure"": 538.33}, {""month"": ""June 2026"", ""progress"": 85.2, ""expenditure"": 557.37}, {""month"": ""July 2026"", ""progress"": 85.2, ""expenditure"": 563.52}]",0,0.1819
618354,Wideinig & Upgradation to 2-lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 96.870 near Jiri River to km 116.550 near Hangrum Package-7 on EPC mode Package7,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,12/2023,03/2024,03/2026,12/2026,846.82,846.82,481.81,90.36,July,2026-07-01,9,0.0,0.0,56.89638884296544,-33.46361115703456,28.0,24.0,116.66666666666669,1.69,160.6,6,HIGH,"[{""month"": ""April 2026"", ""progress"": 85.29, ""expenditure"": 0.0}, {""month"": ""May 2026"", ""progress"": 85.29, ""expenditure"": 0.0}, {""month"": ""June 2026"", ""progress"": 90.36, ""expenditure"": 0.0}, {""month"": ""July 2026"", ""progress"": 90.36, ""expenditure"": 481.81}]",0,0.1354
618371,"Widening/Improvement to 4-Lane with Paved Shoulder configuration of existing single lane road from Srirampur near Bhairiguri Village to Kachukhana Harichara Paglagaunj Package-I of Srirampur - Dhubri Section of NH-127B from existing Km 0.000 to Km 28.050 Design Km 0.000 to Km 27.650, Design Length27.650 Km under JICA ODA Loan assistance Phase-V -Balance work",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,03/2022,11/2024,11/2026,11/2026,613.89,613.89,384.6,89.5,July,2026-07-01,0,0.0,0.0,62.64966036260569,-26.850339637394317,20.0,24.0,83.33333333333334,3.8,41.53,0,LOW,"[{""month"": ""April 2026"", ""progress"": 78.09, ""expenditure"": 260.02}, {""month"": ""May 2026"", ""progress"": 84.98, ""expenditure"": 260.02}, {""month"": ""June 2026"", ""progress"": 89.5, ""expenditure"": 384.24}, {""month"": ""July 2026"", ""progress"": 89.5, ""expenditure"": 384.6}]",0,0.161
618373,"Construction of 4-Lane Bridge including approaches over River Brahmaputra between Dhubri on North Bank,Assam and Phulbari on south Bank,Meghalaya on NH-127B under JICA ODA Loan assistance Phase-III",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,05/2019,12/2020,09/2028,09/2028,4997.04,4997.04,3081.08,77.14,July,2026-07-01,0,0.0,0.0,61.65810159614493,-15.481898403855077,67.0,93.0,72.04301075268818,0.93,90.89,0,LOW,"[{""month"": ""April 2026"", ""progress"": 74.36, ""expenditure"": 2808.4}, {""month"": ""May 2026"", ""progress"": 76.01, ""expenditure"": 2837.17}, {""month"": ""June 2026"", ""progress"": 77.14, ""expenditure"": 3033.59}, {""month"": ""July 2026"", ""progress"": 77.14, ""expenditure"": 3081.08}]",0,0.1592
618436,4-Laning of Jamugurihat to end of Biswanath Chariali By-Pass from Km 182.000 to Km 208.000 of NH-52 on EPC mode in state of Assam under SARDP-NE,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,03/2015,12/2016,06/2019,07/2025,599.0,599.0,432.62,100.0,July,2026-07-01,73,0.0,0.0,72.2237061769616,-27.7762938230384,115.0,30.0,383.33333333333337,0.0,9.2,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 100.0, ""expenditure"": 405.02}, {""month"": ""May 2026"", ""progress"": 100.0, ""expenditure"": 405.1}, {""month"": ""June 2026"", ""progress"": 100.0, ""expenditure"": 434.89}, {""month"": ""July 2026"", ""progress"": 100.0, ""expenditure"": 432.62}]",0,0.0997
618437,"Construction of Balance Work of 4-Laning of NH-37 Section between End of Moran Bypass to Bogibeel junction near Lapetketa Km. 561.700-Km. 580.875 under SARDP-NE, Phase 'A' in the State of Assam on EPC mode Pkg-I Road works & Toll Plaza",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,01/2016,09/2024,03/2025,08/2025,274.34,274.34,116.66,100.0,July,2026-07-01,5,0.0,0.0,42.52387548297733,-57.47612451702267,22.0,6.0,366.6666666666666,0.0,8.69,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 100.0, ""expenditure"": 90.6}, {""month"": ""May 2026"", ""progress"": 100.0, ""expenditure"": 93.43}, {""month"": ""June 2026"", ""progress"": 100.0, ""expenditure"": 96.67}, {""month"": ""July 2026"", ""progress"": 100.0, ""expenditure"": 116.66}]",0,0.084
618438,"4-Laning of NH-37 Section between Demow to End of Moran Bypass From Km. 534.800 to Km. 561.700 including Emergency Landing Facility ELF under SARDP-NE, Phase 'A' in the State of Assam on EPC mode",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,01/2016,01/2023,07/2024,08/2025,385.57,385.57,680.44,100.0,July,2026-07-01,13,0.0,0.0,176.47638561091372,76.47638561091372,42.0,18.0,233.33333333333331,0.0,178.18,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 100.0, ""expenditure"": 145.89}, {""month"": ""May 2026"", ""progress"": 100.0, ""expenditure"": 145.89}, {""month"": ""June 2026"", ""progress"": 100.0, ""expenditure"": 685.73}, {""month"": ""July 2026"", ""progress"": 100.0, ""expenditure"": 680.44}]",1,-0.0116
618440,"Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-37 Old from Km 490.800 to Km 534.800, under SARDP- NE on EPC Mode in the state of Assam Pkg- IV Structures & Toll Plaza",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,01/2016,10/2024,10/2025,10/2026,187.09,100.22,16.71,58.19,July,2026-07-01,12,0.0,0.0,16.673318698862506,-41.516681301137496,21.0,12.0,175.0,19.4,5.57,12,HIGH,"[{""month"": ""April 2026"", ""progress"": 0.0, ""expenditure"": 0.0}, {""month"": ""May 2026"", ""progress"": 0.0, ""expenditure"": 0.0}, {""month"": ""June 2026"", ""progress"": 58.19, ""expenditure"": 0.0}, {""month"": ""July 2026"", ""progress"": 58.19, ""expenditure"": 16.71}]",0,0.0321
618441,"Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-37 Old from Km 490.800 to Km 501.800 11.000 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-I Road Works",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,01/2016,10/2024,09/2025,10/2026,467.79,476.5,97.88,87.33,July,2026-07-01,13,1.8619465999700675,8.70999999999998,20.541448058761805,-66.7885519412382,21.0,11.0,190.9090909090909,29.11,8.58,13,HIGH,"[{""month"": ""April 2026"", ""progress"": 0.0, ""expenditure"": 72.13}, {""month"": ""May 2026"", ""progress"": 0.0, ""expenditure"": 72.13}, {""month"": ""June 2026"", ""progress"": 87.33, ""expenditure"": 0.0}, {""month"": ""July 2026"", ""progress"": 87.33, ""expenditure"": 97.88}]",1,-0.043
618442,"Construction of Balance Work of the 4-Laning of the Section from Jorhat to Jhanji of NH-37 Old from Km 477.000 to Km 490800 13.800 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-III Road Works",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,01/2024,02/2024,08/2024,06/2026,358.72,358.72,100.4,100.0,July,2026-07-01,22,0.0,0.0,27.98840321141838,-72.01159678858161,29.0,6.0,483.3333333333333,0.32,33.44,22,HIGH,"[{""month"": ""April 2026"", ""progress"": 99.05, ""expenditure"": 0.07}, {""month"": ""May 2026"", ""progress"": 99.05, ""expenditure"": 0.07}, {""month"": ""June 2026"", ""progress"": 100.0, ""expenditure"": 398.28}, {""month"": ""July 2026"", ""progress"": 100.0, ""expenditure"": 100.4}]",1,-0.0193
618454,"Earthwork in Formation, Road Work, Construction of Bridges, Blanketing, P. Way Linking works including Supply of P. Way Fittings and Track Ballast in connection with Construction of Railway Siding from Jogighopa Railway Station to MMLP at Jogighopa from Ch. 00 to 3760 on Item Rate basis Package -3, Railway Siding from Jogighopa Railway Station to MMLP",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,02/2020,12/2020,06/2022,09/2024,693.97,693.97,40.17,93.23,July,2026-07-01,27,0.0,0.0,5.788434658558728,-87.44156534144128,67.0,18.0,372.22222222222223,0.0,0.86,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 93.23, ""expenditure"": 37.6}, {""month"": ""May 2026"", ""progress"": 93.23, ""expenditure"": 37.6}, {""month"": ""June 2026"", ""progress"": 93.23, ""expenditure"": 41.78}, {""month"": ""July 2026"", ""progress"": 93.23, ""expenditure"": 40.17}]",0,0.0114
618455,Development of External Trunk Connectivity and Internal Infrastructure Works at Multi Model Logistics ParkMMLP at Jogighopa in the State of Assam on EPC Mode Package-I Road and Utility Works,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,02/2020,09/2020,04/2022,09/2024,693.97,693.97,308.85,100.0,July,2026-07-01,29,0.0,0.0,44.50480568324279,-55.49519431675721,70.0,19.0,368.42105263157896,0.0,3.96,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 100.0, ""expenditure"": 296.96}, {""month"": ""May 2026"", ""progress"": 100.0, ""expenditure"": 296.96}, {""month"": ""June 2026"", ""progress"": 100.0, ""expenditure"": 310.1}, {""month"": ""July 2026"", ""progress"": 100.0, ""expenditure"": 308.85}]",0,0.0849
618934,Guwahati Ring Road in the State of Assam,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Assam,08/2024,01/2026,01/2030,01/2030,5729.47,5729.47,328.42,0.0,July,2026-07-01,0,0.0,0.0,5.732118328571404,5.732118328571404,6.0,48.0,12.5,0.0,108.42,0,LOW,"[{""month"": ""April 2026"", ""progress"": 0.0, ""expenditure"": 3.15}, {""month"": ""May 2026"", ""progress"": 0.0, ""expenditure"": 3.49}, {""month"": ""June 2026"", ""progress"": 0.0, ""expenditure"": 328.42}, {""month"": ""July 2026"", ""progress"": 0.0, ""expenditure"": 328.42}]",0,0.1299
618958,2L with ES of Yagyi - Kalewa section from Milepost 40/0 to Milepost 115/5 in Myanmar,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Assam,12/2017,05/2018,06/2023,07/2027,1200.14,1200.14,0.0,52.0,July,2026-07-01,49,0.0,0.0,0.0,-52.0,98.0,61.0,160.65573770491804,0.0,0.0,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 52.0, ""expenditure"": 0.0}, {""month"": ""May 2026"", ""progress"": 52.0, ""expenditure"": 0.0}, {""month"": ""June 2026"", ""progress"": 52.0, ""expenditure"": 0.0}, {""month"": ""July 2026"", ""progress"": 52.0, ""expenditure"": 0.0}]",0,0.1645
619013,"Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-37 Old from Km 501.800 to Km 514.800 13.000 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-II Road Works",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,10/2014,10/2024,01/2026,10/2026,508.76,542.87,111.18,73.88,July,2026-07-01,9,6.704536520166683,34.110000000000014,20.480041262180634,-53.39995873781936,21.0,15.0,140.0,8.85,17.69,9,HIGH,"[{""month"": ""April 2026"", ""progress"": 47.34, ""expenditure"": 58.12}, {""month"": ""May 2026"", ""progress"": 47.34, ""expenditure"": 58.12}, {""month"": ""June 2026"", ""progress"": 73.88, ""expenditure"": 111.01}, {""month"": ""July 2026"", ""progress"": 73.88, ""expenditure"": 111.18}]",0,0.083
619057,Construction of 4-Lane Badarpur Bypass from Design Chainage km 27300 at crossing with NH-6 Old NH-44 Near Siddeswar Pt.-I Village to Design Chainage km 38600 on NH-37 Old NH-44 at Kandigram Chaita Village on Silchar - Churaibari stretch in the State of Assam on EPC Mode under Bharatmala Pariyojana in Economic Corridors Silchar- Churaibari Pkg-3,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Assam,02/2023,02/2024,08/2026,03/2027,574.26,574.26,330.98,71.09,July,2026-07-01,7,0.0,0.0,57.63591404590256,-13.454085954097444,29.0,30.0,96.66666666666669,0.0,4.89,7,HIGH,"[{""month"": ""April 2026"", ""progress"": 71.09, ""expenditure"": 316.32}, {""month"": ""May 2026"", ""progress"": 71.09, ""expenditure"": 316.52}, {""month"": ""June 2026"", ""progress"": 71.09, ""expenditure"": 318.82}, {""month"": ""July 2026"", ""progress"": 71.09, ""expenditure"": 330.98}]",0,0.1812
618246,Construction of New 4-Lane Bridge Parallel to existing Vikramashila Setufrom km 8920 to Km 13375including approach road 35m Naugachhia side &53 m Bhagalpur sideacross River Ganga on newly declared NH-131B at Bhagalpur in the State of Bihar,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Bihar,07/2020,05/2023,05/2027,03/2029,1110.23,1110.23,522.58,52.6,July,2026-07-01,22,0.0,0.0,47.069526134224446,-5.530473865775555,38.0,48.0,79.16666666666666,0.94,174.19,22,HIGH,"[{""month"": ""April 2026"", ""progress"": 49.78, ""expenditure"": 0.0}, {""month"": ""May 2026"", ""progress"": 50.78, ""expenditure"": 0.0}, {""month"": ""June 2026"", ""progress"": 50.78, ""expenditure"": 0.0}, {""month"": ""July 2026"", ""progress"": 52.6, ""expenditure"": 522.58}]",0,0.1451
618250,Construction of 6-Lane Elevated / Extra Dose Cable Bridge on River Ganga parallel to & Western side of Digha-Sonepur Rail cum-Road Bridge of NH 139W in the State of Bihar,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Bihar,01/2024,05/2024,11/2027,12/2028,3064.45,3064.45,0.0,18.66,July,2026-07-01,13,0.0,0.0,0.0,-18.66,26.0,42.0,61.90476190476191,2.66,0.0,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 10.69, ""expenditure"": 0.0}, {""month"": ""May 2026"", ""progress"": 15.83, ""expenditure"": 0.0}, {""month"": ""June 2026"", ""progress"": 15.83, ""expenditure"": 0.0}, {""month"": ""July 2026"", ""progress"": 18.66, ""expenditure"": 0.0}]",0,0.1727
618251,"Improvement and Up gradation to four lane with Paved shoulder configuration from Existing Km 0000 to Km 39500 design km 0500 to Km 40342, Design length km of NH 227A  near Mehrauna GhatUP  Bihar Border to Siwan on the state of Bihar on Hybrid Annuity Model HAM basis",MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Bihar,03/2023,09/2025,03/2028,03/2028,1661.25,1661.25,0.83,9.07,July,2026-07-01,0,0.0,0.0,0.0499623777276147,-9.020037622272383,10.0,30.0,33.33333333333333,1.18,0.28,0,LOW,"[{""month"": ""April 2026"", ""progress"": 5.52, ""expenditure"": 0.0}, {""month"": ""May 2026"", ""progress"": 6.05, ""expenditure"": 0.0}, {""month"": ""June 2026"", ""progress"": 6.05, ""expenditure"": 0.0}, {""month"": ""July 2026"", ""progress"": 9.07, ""expenditure"": 0.83}]",0,0.1753
618571,Permanent rectification of 3 nos. of black spots in project Highway NH-27 of U.P border - Dewapur - Kotwa section from Km.360.915 to km.440.000 Total Length of 79.085 Km of NH-27& Permanent rectification of 5 nos. of black spots of project Highway NH-27 of Kotwa - Mehsi - Muzaffarpur Section from km.440.000 to km.520.000 Total length 80.00Km,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,04/2022,12/2023,12/2025,12/2026,227.25,321.23,233.7,83.01,July,2026-07-01,12,41.35533553355336,93.98000000000002,72.75161099523704,-10.25838900476296,31.0,24.0,129.16666666666669,0.85,3.2,5,HIGH,"[{""month"": ""April 2026"", ""progress"": 80.46, ""expenditure"": 224.1}, {""month"": ""May 2026"", ""progress"": 80.95, ""expenditure"": 224.56}, {""month"": ""June 2026"", ""progress"": 80.95, ""expenditure"": 224.56}, {""month"": ""July 2026"", ""progress"": 83.01, ""expenditure"": 233.7}]",0,0.1493
618725,6L Greenfield Varanasi-Ranchi-Kolkata Highway from Pachmon village to Anarbansalea village From KM. 116000 to KM. 151200 Package-6,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,03/2023,09/2025,09/2027,09/2027,1915.99,1920.21,431.04,24.8,July,2026-07-01,0,0.2202516714596645,4.220000000000027,22.44754479978753,-2.352455200212475,10.0,24.0,41.66666666666667,4.81,122.15,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 10.38, ""expenditure"": 64.59}, {""month"": ""May 2026"", ""progress"": 14.15, ""expenditure"": 129.12}, {""month"": ""June 2026"", ""progress"": 14.15, ""expenditure"": 129.12}, {""month"": ""July 2026"", ""progress"": 24.8, ""expenditure"": 431.04}]",0,0.1279
618726,6L Greenfield Varanasi-Ranchi-Kolkata Highway from junction with Chandauli-Chainpur Road near Khainti village to junction with Bhabhua-Adhaura road near Palka village from Km. 27.000 to Km. 54.000 Pkg-2,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,03/2023,10/2025,10/2027,10/2027,1240.93,1341.52,252.44,26.77,July,2026-07-01,0,8.106017261247606,100.58999999999992,18.81746079074483,-7.952539209255171,9.0,24.0,37.5,4.23,49.73,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 14.08, ""expenditure"": 103.25}, {""month"": ""May 2026"", ""progress"": 21.22, ""expenditure"": 168.48}, {""month"": ""June 2026"", ""progress"": 21.22, ""expenditure"": 168.48}, {""month"": ""July 2026"", ""progress"": 26.77, ""expenditure"": 252.44}]",0,0.1316
618727,6L Greenfield Varanasi-Ranchi-Kolkata Highway from junction with Bhabhua-Adhaura road in Bhairopur village to Konki village From KM. 54.000 to KM. 90.000Pkg-3,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,03/2023,10/2025,10/2027,10/2027,1576.94,1711.44,328.2,26.31,July,2026-07-01,0,8.529176760054282,134.5,19.176833543682516,-7.133166456317486,9.0,24.0,37.5,3.44,68.3,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 16.0, ""expenditure"": 123.3}, {""month"": ""May 2026"", ""progress"": 20.15, ""expenditure"": 181.24}, {""month"": ""June 2026"", ""progress"": 20.15, ""expenditure"": 181.24}, {""month"": ""July 2026"", ""progress"": 26.31, ""expenditure"": 328.2}]",0,0.1367
618738,6L Bridge and its approaches across River Ganga as Part of Patna Ring Road NH-131G starting from Km 8.480 near Sherpur to Km 23.000 near Dighwara,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,09/2022,09/2023,09/2027,03/2029,6291.69,3351.62,734.19,22.05,July,2026-07-01,18,0.0,0.0,21.90552628281249,-0.144473717187509,34.0,48.0,70.83333333333334,1.01,50.77,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 19.02, ""expenditure"": 581.87}, {""month"": ""May 2026"", ""progress"": 20.1, ""expenditure"": 660.36}, {""month"": ""June 2026"", ""progress"": 20.1, ""expenditure"": 660.36}, {""month"": ""July 2026"", ""progress"": 22.05, ""expenditure"": 734.19}]",0,0.174
618739,4L Greenfield Alignment  of Amas to Shivrampur from 0.000 Km. to 55.002 Km. of NH 119 D Pkg-I,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,02/2022,03/2023,03/2025,07/2027,1390.92,1427.43,642.43,54.8,July,2026-07-01,28,2.6248813734794227,36.50999999999999,45.00605984181361,-9.793940158186388,40.0,24.0,166.66666666666669,3.15,100.19,10,HIGH,"[{""month"": ""April 2026"", ""progress"": 45.35, ""expenditure"": 341.86}, {""month"": ""May 2026"", ""progress"": 46.79, ""expenditure"": 368.03}, {""month"": ""June 2026"", ""progress"": 46.79, ""expenditure"": 368.03}, {""month"": ""July 2026"", ""progress"": 54.8, ""expenditure"": 642.43}]",0,0.1489
618740,4L Greenfield Alignment of Shivrampur  to Ramnagar from Km. 55.002 to Km. 109.300 of NH 119 D Pkg-II,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,02/2022,07/2023,07/2025,11/2027,1494.31,1546.07,702.39,50.8,July,2026-07-01,28,3.463806037569179,51.75999999999999,45.430672608614096,-5.369327391385902,36.0,24.0,150.0,2.4,145.89,5,HIGH,"[{""month"": ""April 2026"", ""progress"": 43.6, ""expenditure"": 264.72}, {""month"": ""May 2026"", ""progress"": 43.8, ""expenditure"": 282.33}, {""month"": ""June 2026"", ""progress"": 43.8, ""expenditure"": 282.33}, {""month"": ""July 2026"", ""progress"": 50.8, ""expenditure"": 702.39}]",0,0.1369
618741,4L  Greenfield Alignment from Kalyanapur to Tal Dashraha of NH-119D Pkg-III,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,03/2022,02/2023,02/2025,03/2028,1857.58,1969.3,957.28,36.25,July,2026-07-01,37,6.014276639498704,111.72000000000004,48.61016604884985,12.360166048849848,41.0,24.0,170.83333333333331,1.36,180.18,9,HIGH,"[{""month"": ""April 2026"", ""progress"": 32.17, ""expenditure"": 416.74}, {""month"": ""May 2026"", ""progress"": 32.68, ""expenditure"": 425.65}, {""month"": ""June 2026"", ""progress"": 32.68, ""expenditure"": 425.65}, {""month"": ""July 2026"", ""progress"": 36.25, ""expenditure"": 957.28}]",0,0.1123
618742,"Construction of 6-lane Greenfield corridor from Ramnagar to Kacchi Dargah NH-119D from Km 109700 to Km 122300, including widening of the existing NH-31 from Km 196700 to Km 198600, as part of the Amas-Darbhanga.",NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,01/2025,04/2026,04/2028,04/2028,1113.46,1113.46,12.44,0.8,July,2026-07-01,0,0.0,0.0,1.1172381585328617,0.3172381585328614,3.0,24.0,12.5,0.27,3.71,0,LOW,"[{""month"": ""April 2026"", ""progress"": 0.0, ""expenditure"": 1.31}, {""month"": ""May 2026"", ""progress"": 0.0, ""expenditure"": 1.35}, {""month"": ""June 2026"", ""progress"": 0.0, ""expenditure"": 1.35}, {""month"": ""July 2026"", ""progress"": 0.8, ""expenditure"": 12.44}]",0,0.1556
618775,Ara Bypass,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,03/2025,10/2025,04/2027,04/2027,226.32,226.32,5.95,25.78,July,2026-07-01,0,0.0,0.0,2.6290208554259458,-23.150979144574052,9.0,18.0,50.0,3.28,1.34,0,LOW,"[{""month"": ""April 2026"", ""progress"": 15.93, ""expenditure"": 1.94}, {""month"": ""May 2026"", ""progress"": 21.03, ""expenditure"": 4.48}, {""month"": ""June 2026"", ""progress"": 24.84, ""expenditure"": 5.62}, {""month"": ""July 2026"", ""progress"": 25.78, ""expenditure"": 5.95}]",0,0.1666
618790,Construction of four laning of Bakarpur- Manikpur road section starting from village Chitarsenpur km 0000 and terminating at SH-74 near Manikpur 38814 at NH-139W under Bharatmalapariyona,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,03/2023,10/2024,04/2027,09/2027,1422.37,1537.99,635.91,49.0,July,2026-07-01,5,8.128686628655,115.62000000000012,41.34682280118856,-7.653177198811441,21.0,30.0,70.0,2.67,120.8,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 41.0, ""expenditure"": 273.52}, {""month"": ""May 2026"", ""progress"": 43.5, ""expenditure"": 273.74}, {""month"": ""June 2026"", ""progress"": 46.1, ""expenditure"": 623.75}, {""month"": ""July 2026"", ""progress"": 49.0, ""expenditure"": 635.91}]",0,0.1291
618791,4L PS under NH configuration of Manikpur-Sahebganj of NH-139W,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,10/2024,01/2026,12/2027,12/2027,1538.76,1538.76,595.95,27.5,July,2026-07-01,0,0.0,0.0,38.729236528113546,11.229236528113546,6.0,23.0,26.08695652173913,3.45,166.92,0,LOW,"[{""month"": ""April 2026"", ""progress"": 17.16, ""expenditure"": 95.18}, {""month"": ""May 2026"", ""progress"": 21.54, ""expenditure"": 146.2}, {""month"": ""June 2026"", ""progress"": 26.6, ""expenditure"": 564.37}, {""month"": ""July 2026"", ""progress"": 27.5, ""expenditure"": 595.95}]",0,0.0999
618840,Simaria Km. 206.050 to Khagaria Km. 266.282,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Bihar,12/2015,10/2016,04/2019,10/2026,664.02,891.64,814.22,97.73,July,2026-07-01,90,34.27908797927773,227.62,91.31712350275896,-6.4128764972410295,117.0,30.0,390.0,0.02,154.15,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 97.67, ""expenditure"": 351.77}, {""month"": ""May 2026"", ""progress"": 97.71, ""expenditure"": 352.28}, {""month"": ""June 2026"", ""progress"": 97.72, ""expenditure"": 813.98}, {""month"": ""July 2026"", ""progress"": 97.73, ""expenditure"": 814.22}]",0,0.0343
